content,polarity,agreement
Diferentes ciudadanos leen artículos d la constitución en el acto de @Ciutadans_Cs en la Ciutadella http://t.co/fDz9qR8i,NONE,AGREEMENT
Empieza el acto de homenaje a la Constitución con el próximo Presidente del Gobierno. #vivalaconstitucion  http://t.co/gRTAQmVu,P+,AGREEMENT
Bono a ZP: has dado lo mejor de ti a España en un momento muy difícil. A Rajoy le desea acierto en sus decisiones x el bien de todos.,P,AGREEMENT
"Gallardon habla amigablemente con Zapatero, Guerra con Alonso, Pepiño recibe el cariño de periodistas amigos",P+,AGREEMENT
¿Por qué será que hoy parecía haber más gente en la recepción oficial del aniversario de la Constitución?,NONE,AGREEMENT
Otro enchufado más antes de que se vaya ZP http://t.co/Jb983lka,N,AGREEMENT
Rajoy rompe su silencio en la fiesta del Congreso plagada de ausentes http://t.co/C52Ex8M0”,N,AGREEMENT
Corrillo Rajoy: Los tengo [a los ministros] en la cabeza pero no he hablado de nada con nadie. ¿Sorpresas? Soy razonablemente previsible.,NEU,AGREEMENT
"Las instituciones deberían hacer dl día d l Constitución 1 fiesta cívica d todos,destacando valores democráticos y no 1 acto para políticos",P+,AGREEMENT
En alguna CA como Cataluña ni siquiera hay acto institucional en un día como hoy.No interesa recordar #LaConstitucionquenosUne,N,AGREEMENT
Conference Robert Steele en GlobalChase UNED. Estrategias de Inteligencia ante las amenazas económicas globales http://t.co/5MPqb1Ve,NONE,AGREEMENT
Me agrada coincidir con mi amigo mechor en la denuncia de las tecnicas mafiosas en el Euskadi,P,AGREEMENT
"Dios mío, es tan real que da miedo... ¡ánimo mamás trabajadora, nosotras podemos!!! Supermujeres http://t.co/8Ogbj0HR",P+,AGREEMENT
Menos palabras y mas hechos....Inauguración con tirón de orejas. SUR.es http://t.co/6f4100iV,NONE,AGREEMENT
"........ ya ya......Griñán ve ""imposible"" ser imputado en el caso ERE http://t.co/BQaNiwnQ",N+,AGREEMENT
Gracias por seguirme @RodolfoTesone ;-)),P+,AGREEMENT
Yo ya me he inscrito  '#FotosyTuits06'!  http://t.co/cxUM10fU vía @amiando,NONE,AGREEMENT
Una vez me dijo un amigo hace daño quien puede y no quien quiere...que razon tenia!!! Seguire aqui por esas 248.315 personas que me quereis!,NEU,DISAGREEMENT
Y ahí va el editorial. RT por favor. CÃ³mo pasar en el 11-M de impostor a testigo de cargo  http://t.co/gzxljuIl,N,AGREEMENT
"Rajoy, 3-1 para el Madrid; Zapatero para «su» Barça y Rubalcaba evita «mojarse» - ABC.es http://t.co/LxBXidLx via @abc_es",NONE,AGREEMENT
A ver... Se aclara lo de las entradas o qué???. Aquí los actores esperando. #terratpack http://t.co/xVRFKJdp,P,AGREEMENT
El Museo de la Cueva de Nerja abre con una previsión de 100.000 visitas al año http://t.co/VsmSAnJJ,P+,AGREEMENT
"El día en que Merkel dejó de ser socialista, por @basteiro  http://t.co/d8maTpKo",NONE,AGREEMENT
“@lhermoso_: 17 periodistas han sido asesinados durante el último año en Honduras: http://t.co/AEbCvvZZ”,N+,AGREEMENT
"Ahora si que me despido! a lavar los piños y ¨pa¨ la cama! Hola @lucia_miguel un beso de buenas noches para ti, que veo que acabas de llegar",P,AGREEMENT
Tu q sabes seguro q me has entendido  @antoniocamunas :),P+,AGREEMENT
"Sintonía total entre Rajoy y Zapatero, con importantes matices de Rubalcaba. La recepción del día de la Constitución http://t.co/DFCfKAhA",P,AGREEMENT
Merkel y Sarkozy se rinden a los encantos del presidente Rajoy http://t.co/b79seDyj vía @Semanaldigital,P+,AGREEMENT
"RT @nurvaca: Sr. Mas, no garantizar una sanidad publica de calidad universal es anticonstitucional ,por eso no celebra dia  constitucion?",N,AGREEMENT
la noticia es la q he contado en el @TelediarioInter Un alto cargo del PSOE declarara como testigo ante la juez del 11m antes de Navidad.,NONE,AGREEMENT
"Buenos días. Sin Presidente del Gobierno pleno y sin verdadero líder d la oposición, los partidos se ponen d acuerdo. Luego es posible!",N+,AGREEMENT
A los güenos días.,NONE,AGREEMENT
"Nadie le cree, pero jura y perjura q sí, q deja la política y se va a Walt Disney. Los corrillos del Congreso con @susannagriso",NONE,AGREEMENT
"Europa se construye recortando Estado del Bienestar? Austeridad si, pero inteligente: Estado del Bienestar moderno e inversión cree empleo",N,AGREEMENT
No dejeis de ver el video que acabo de RT con la declaración de J-70. Fijaos en Bermudez en los minutos 17 y 21. Zougam merece otro juicio.,P,AGREEMENT
"#Bdías!! vaya tiempo que hace hoy: niebla, que parece que estamos en la boca del lobo, y frío, mucho frío. Apetece algo calentido pal cuerpo",N+,AGREEMENT
"Buenos días,os adjunto mi columna hoy en @abc_es sobre la necesidad d una reforma constitucional http://t.co/xxg5WzUk",P,AGREEMENT
"De dónde saldrá el dinero para el banco malo de Rajoy, según el WSJ.  http://t.co/hn1cffmm",N,AGREEMENT
A vosotros RT @TuDNIe: Gracias Marivi RT @mariviromero Me encanta ver por aqui a @TuDNIe ;-)),P+,AGREEMENT
Sobre una amiga y compañera de partido... http://t.co/DIdNQLdJ,P,AGREEMENT
Interesante análisis de @iurquizu sobre los retos del socialismo. http://t.co/KMWhgzqd,P+,AGREEMENT
La aventura de dibujar Málaga http://t.co/vIyo2tt1,NONE,AGREEMENT
"igualmente!!!“@susannagriso: Te responderé dentro de nueve meses, @Buenafuente. Un inmenso placer tenerte hoy en @ESPEJOPUBLICO.”",P,AGREEMENT
En Periodistas 21: Hablar a la televisión http://t.co/zFLbBBrd,NONE,AGREEMENT
"A las 3 en @A3noticias, los pilotos de Iberia ponen en riesgo el viaje de Navidad de miles de personas: huelga los días 18 y 29 de diciembre",N+,AGREEMENT
A las 3 en @A3noticias os contaremos algunas de las noticias sobre las que más se ha tuiteado en 2011,NONE,AGREEMENT
Queremos potenciar y estimular a los mejores alumnos. Será impartido por profesores funcionarios.,P,AGREEMENT
"Si eso, Bono podía haber convocado la última diputación permanente del congreso el lunes a las 11 de la noche... Sólo lo ha hecho a las 6,30",NEU,DISAGREEMENT
"La novia de Cristiano Ronaldo, Irina de nombre, prefiere ""jugar"" sin camiseta, se vé que no aprecia tanto los colores. http://t.co/7hNdwoDD",N,AGREEMENT
"Por qué no se exige a los bancos intervenidos con dinero público una linea d crédito para PYMES, autónomos y nuevas empresas que contraten?",N+,AGREEMENT
"Otra lectura navideña recomendada: El reto de Rajoy, de @oscarelia y Rafa Bardají",P,AGREEMENT
¿Por qué el felipismo suspende su cena conciabulo? Se lo contamos en el @TelediarioInter 20:30,N,AGREEMENT
Sinde echa mano de chequera para beneficiar a sus amigos. Se lo contamos en nuestro Top secret. @TelediarioInter 20:30,N+,AGREEMENT
Andalucía pretende 'robar' los colegios de los curas y monjas. Se lo contamos en el @TelediarioInter 20:30,N,AGREEMENT
España pide eurobonos. Se lo contamos desde Marsella. @TelediarioInter 20:30,NONE,AGREEMENT
De la Torre espera llegar a un acuerdo con el Puerto por el traslado de los cruceristas http://t.co/9QCE54mX,P,AGREEMENT
El Ayuntamiento plantea un proyecto que mejora la accesibilidad del Teatro Romano http://t.co/vVOaFm3p,P+,AGREEMENT
Yo nunca he dicho eso “@JorgeAlacid1: @martagllera @pedroj_ramirez Pero no habíamos quedado en que fue ETA?”,N+,AGREEMENT
Hoy en el Gato: Juan Rosell. A favor del banco malo? http://t.co/Babt1ab7,N,AGREEMENT
Mañana contamos en EL PAÍS la charla con la que Iñaki Urdangarín convenció a Jaume Matas para firmar el convenio de Nóos. ¿De ...,P+,AGREEMENT
"Empezamos en @MundoaCuestas con @carloscuestaveo @InquisidorTV @ChaniHenares @SantiAbascal Eduardo Inda, Ricardo Martin y Luis Peiró #VeoTV",NONE,AGREEMENT
Llaman a IU antisistema por denunciar la reforma que los mercados han hecho a la Constitución. ¿Y ellos que son? ¿Anticonstitucionales?,N,AGREEMENT
Jeje.. RT @MariadeOnate @Tonicanto1 Lo siento pero esta mañana me he echado unas risas a tu costa ;),P,AGREEMENT
"Interesante: militantes @PSOE q votan delegados Congreso RT “@ReginoMateo: Guadalajara, abriendo camino http://t.co/PWPGYClW” V @martagaston",P+,AGREEMENT
RT @alopezmillan: @mariviromero octava pol?ticamcon + seguidores en twitter en España. @agarzon decimotercro. http://t.co/uAXYtJI2 vía @ ...,NONE,AGREEMENT
"RT:“@fernavarro17: ""En los periódicos falta calor, sudor.. humanidad"". Gran entrevista sobre periodismo http://t.co/vDBsdOsT” vía @ceciliab",NEU,DISAGREEMENT
Una lástima lo de hoy pero esto no termina acá. En el fútbol siempre hay revancha y tenemos equipo para pelear por grandes cosas,N,AGREEMENT
A vosotros siempre ;-)) RT @90mn90d: @mariviromero Gracias! :),P+,AGREEMENT
Mucho insomne por aquí... ¿Será por el presunto puente o por el 'recorte' de la familia real? :-),NEU,AGREEMENT
Se han callado. Habrá pasado algo?,NONE,AGREEMENT
Gracias a los 40 principales Chile que se ha unido a http://t.co/CyYeL9dS podeis visitar la (cont) http://t.co/t0lTwsd1,P+,AGREEMENT
"Ahora dicen que regalan la CAM al Banco Sabadell a cargo del fondo de garantía. Se olvidan del FROB, financiado con fondos públicos.",P,AGREEMENT
Mis disculpas a @jcacho por confundirlo con Jesús Cacho.,N,AGREEMENT
El duque ofreció a Matas su amistad con Leblanc para llevar el Tour a Baleares y lograr el contrato del millón ... http://t.co/7Sv2OP3F,P,AGREEMENT
Rajoy acaba de entrar en la asamblea del PP Europeo. Sonriente y a punto de comenzar maratón de reuniones,P,AGREEMENT
La heredera en la sombra del imperio Zara http://t.co/hVyUUwYQ,P,AGREEMENT
"+10 RT: “@carlos__alsina: Los lectores de Chaves Nogales, de enhorabuena. http://t.co/9IW7y0sT”",P+,AGREEMENT
#malagaconabraham  http://t.co/aqbfkKvw,NONE,AGREEMENT
Rajoy ha estado hora y media reunido con Barroso analizando las diferentes posturas de cara a la Cumbre de la UE,NONE,AGREEMENT
@jesusmarana @mjguemes @sgueina a ver si es verdad...?,NONE,AGREEMENT
"Excelente resumen de la presentación del último disco de Bebe, escrito  por Fermín Zabalegui @1000maneras http://t.co/5MkZ8opU",P+,AGREEMENT
De camino a tu nuevo restaurante @sergiarola68 ! Tendremos sitio?,NONE,AGREEMENT
Y el menú increíble http://t.co/n5UILJXl,P+,AGREEMENT
España es el país con más sobrecualificación laboral de toda la Unión Europea http://t.co/ebgd7Zoc,N,AGREEMENT
Cambio de conversación: de déficit a crecimiento.“@FareedZakaria: http://t.co/CUIQ7e7t”,NEU,AGREEMENT
@sanchez_sonia ya nos contarás si explota Europa (como dice Sarkozy),N,AGREEMENT
"Rajoy cumple lo que   le manda la troika : Más recortes sociales,  el banco malo pagado por los ciudadanos y devaluar empleo y  salarios",N,DISAGREEMENT
Los videos sobre la final de la Copa Davis subidos a Youtube alcanzan más de 580.000 visitas #copadavis,P,AGREEMENT
"La bolsa baja, la prima sube. ¿La razón? Que el BCE sigue negándose a actuar en el mercado de la deuda por el veto alemán.",N,DISAGREEMENT
Plan de ciudados paliativos para menores http://t.co/uwckd1sp,NONE,AGREEMENT
RT @FdoFrances: Wayne Gonzales en el Centro de Arte Contemporáneo de Málaga @cacmalaga | Kedin.es http://t.co/QMphgh8u vía @kedin,NONE,AGREEMENT
El Gobierno en funciones indulta a dos empresarios condenados por defraudar 27 millones http://t.co/kwR10L1Q / vía @iescolar,N,AGREEMENT
Termina la cumbre de Marsella. #Rajoy ofrece compromiso con el déficit y exige capacidad de decisión para España.,NEU,AGREEMENT
"RT @PaquiVicente: Cosmeticos de lujo y una suite en Moscu el despilfarro final de Sinde http://t.co/uJofOOuh Ah bueeeno, es que la Suite ...",N,AGREEMENT
Me parece indignante que la Ministra Sinde gaste 1180 e por noche en un hotel de Moscú . Con  1 noche come 1 familia de 4 personas 3 meses,N,AGREEMENT
Q lo paguen ellos RT @joseantoniodelp: @mariviromero @migar_ @miguehijano @ahora_andal Últimos días de Mentiras y gordas. saludos,N,AGREEMENT
"es verdad “@NataliaPastor:  Pero a Miguel Montes no, el preso más antiguo de España que lleva 35 años en la cárcel.Vergonzoso y vomitivo.”",N,AGREEMENT
Que bien esta @icacabelos en el @TelediarioInter enhorabuena pelirroja!,P+,AGREEMENT
"Será temprano, pero yo me muero de sueño!!!! Que descanséis todos!!!!  Muak",P+,AGREEMENT
"Lo que has de hacer, hazlo pronto “@rafiln: @isangeis pues mira... Cuando me lea EPN de @pedroj_ramirez me lo leeré. :) jaja!”",P+,AGREEMENT
Zzzzzxz....,NONE,AGREEMENT
¿Alguien tiene ya el #newtwitter?,NONE,AGREEMENT
"Los líderes de los 27 siguen discutiendo, sus portavoces vendiéndonos que hay acuerdo en el fondo pero que discuten la forma... #euco",N,AGREEMENT
"Hoy la Ertzaintza ha descubierto un""ZULO""con armamento de ETA oculto en montes de Bizkaia entre municipios de Abadiano y ELORRIO",N,AGREEMENT
"Curiosidad del insomne. Rajoy pide poder de bloqueo sobre fondo de rescate. Si no se lo dan, ¿sería fracaso suyo, de ZP o de los dos?",N,AGREEMENT
"http://t.co/9LcJhqsb os dejo con las fotos del concierto de Palma de Mallorca, veréis que visita de lujo he recibido esta noche...",P+,AGREEMENT
".@paugasol hace dos días:""Muchos rumores estos días... Yo me centro en el trabajo diario y en la ilusión de volver a jugar con mi equipo!”",P+,AGREEMENT
Resumen de la larga y agria noche en Bruselas: pacto fiscal sin Reino Unido y otros http://t.co/Kgw6ZHwX by @basteiro #euco,N,DISAGREEMENT
"Me falta información para valorar la reforma d la UE aprobada esta noche. Espero q ""nuevo"" euro no solo tenga cruz sino también, cara.",NEU,AGREEMENT
"Después d comprometerlo en conversaciones internacionales, quiero saber como va Rajoy a recortar los 30.000 m d euros de déficit en 2012.",NEU,AGREEMENT
Bdías. Que el Reino Unido se quede fuera indica que los paises del euro han dado un paso clave en la buena dirección de la Unión Fiscal.,P+,AGREEMENT
"Rajoy actuó ayer por primera vez como jefe de Gobierno y entró en Europa pisando fuerte, prometiendo y exigiendo. Lo mismo que hizo Aznar.",P+,AGREEMENT
Portada El Mundo http://t.co/BF6RfGzF ...,NONE,AGREEMENT
Portada La Razón http://t.co/734BejJw ...,NONE,AGREEMENT
Última entrada de #ZP al Consejo UE. Sonriente #euco,P,AGREEMENT
"Intentando llegar a un pacto con los virus para que depongan las armas y su actitud. 
Inmunidad a cambio de inmunidad.",NEU,AGREEMENT
"A la ofensa, oídos sordos. Es jodido cuando te arrancan la mandíbula de un zarpazo #malditosorcos",N,AGREEMENT
Ahora??? #toolate ....Zapatero ofrece rigor en nombre de Rajoy para recobrar peso en la UE http://t.co/IgiEjbrU,P,AGREEMENT
";-)))) RT @ceslava: @mariviromero @verescreer gracias, aún faltan unos días pero no sé si tendré tiempo de hacer algo para celebrarlo",NEU,AGREEMENT
RT: “@ojomagico: Un periodista obtiene el documento que explica a qué tiene miedo el Reino Unido. http://t.co/crxjc6dp”,N,AGREEMENT
RT @sanchez_sonia Papelón #ZP entre el chipriota y el irlandés sin traductores y sin poder hablar. En adelante el papelón será de Rajoy,N,AGREEMENT
"Merkel, Sarko y Barroso charlando en pie. Cameron sentado solo con cara de enfado #euco",N,AGREEMENT
Encontrado nuevo zulo con explosivos en el País Vasco. Mientras ETA exista el camino es seguir combatiéndola.,N+,DISAGREEMENT
";-))) RT @JuvenalSoto: @mariviromero Con tu permiso, me sumo a ese #FF para @borissoler",P+,AGREEMENT
#FF a @Latanace y @RaquelMartos porque son las reinas del mundo (y del mío).,P+,AGREEMENT
Jajajaja! Me río por no llorar!! RT @xipirona @Tonicanto1 en Cuba no hay una dictadura,N+,AGREEMENT
#FF para @ElenaWilson2. Ella ya sabe...,P+,AGREEMENT
Increíble  q aún exista gente que defienda el régimen cubano.Este verano en Cuba no oí a nadie hacerlo!Esa izquierda trasnochada española...,N,AGREEMENT
Lo pasamos muy bien “@MaEugeniaLopez: @LidiaSanzPerez Te recomiendo que no le falles. Es un lujo saludarle en persona. http://t.co/3X342H79”,P+,AGREEMENT
Cameron rechaza reformar el Tratado de Lisboa y el acuerdo se limitará a 23 países europeos http://t.co/ODXQArSN,NEU,AGREEMENT
"A las 3 en @A3noticias, os enseñaremos la casa en la que vivirá la familia Zapatero tras dejar Moncloa",NONE,AGREEMENT
Zapatero dice que Rajoy ha comprendido perfectamente que no haya calado su idea del veto con solo el 10% para el fondo de rescate europeo.,P,AGREEMENT
Gracias chicos“@QueDicen_com: @PaulaVazquezTV: la última estrella ya brilla en Antena 3 http://t.co/sgtYTYng [http://t.co/4u7OLDDU]”,P+,AGREEMENT
"Túnel de los Roquillos, El Hierro. Su cierre durante semanas causó pérdidas ecas considerables http://t.co/0cDSOqUy",N+,AGREEMENT
"¿En qué se supone que ha cedido Merkel en esta ""dura negociación""?",N,AGREEMENT
Mijas cierra una treintena de encuentros con touroperadores antes de Fitur http://t.co/0akJRCf6,NONE,AGREEMENT
"Eso es ;-)) RT @ccifuentes: @JuananSanzNunez Por supuesto que nos veremos en #Sevilla, un besazo :-) @mariviromero",P+,AGREEMENT
"Lo de Guardiola no es una rueda de prensa, es un alarde de paciencia. Ojalá ahora se transforme en Bebe y nos echemos unas risas.",P+,AGREEMENT
"Ironía, por qué le abandonas.",N,AGREEMENT
"El gobierno de Canarias aun no se ha enterado que la Cumbre europea era sobre el futuro del euro, no sobre la ultraperificidad..",NONE,AGREEMENT
"RT @JuandeVi: Crafts Market Málaga, domingo 11 de 10:00 a 15:00 horas, Plaza de la Merced.¿Te lo vas a perder? http://t.co/RKZOsdZd @Cra ...",NONE,AGREEMENT
"Todo mi apoyo y mi cariño a Luis Aizpeolea, gran periodista y excelente persona",P+,AGREEMENT
¡Lo mejor de mi timeline está disponible! http://t.co/PLbGUQKc ? Historias del día por @cfopabloalboran @los40_spain @trendsmadrid,P,AGREEMENT
Los 10 mandamientos para hacer una buena campaña electoral 2.0  http://t.co/U6y5mkQi,P+,AGREEMENT
"""€uropa se £ibra"", nuestra conclusión de la cumbre del euro y el aislamiento definitivo del Reino Unido.http://t.co/JonHrkET#portadaEPC",N+,AGREEMENT
